WBS element,Name,Company code,Profit center (BU),Revenue Type,Direct/Ind./Interco,Countries (End Client),Sales Rep
OLYMPUS*PROJECTS,OLYMPUS PROJECTS,F055,SAP/SF US,,,,
ORAYAAH*SUPPORT,TIG Orayaah Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
ORBIS*SUPPORT,TIG Orbis Consulting services,F079,TIG,Staff Aug.,,USA,
OREGON*TOOL_BENEFITS,OREGON TOOL BENEFITS PROJETC,F055,SAP/SF US,,,,
ORION*EXA*AMS,EXASERV US ORION AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
ORION*NUBO_PROJ,EXASERV US ORION NUBO PROJ,F055,SAP/SF US,,,,
PARADOX*TIG_SUPPORT,TIG PARADOX SUPPORT,F079,TIG,Staff Aug.,,USA,
PARADOX_AI*TIG_SUPPORT,TIG PARADOX AI SUPPORT,F079,TIG,Staff Aug.,Direct customer,USA,0
PARAMOUNT*DOCS,PARAMOUNT*DOCS,F055,SAP/SF US,,,,
PEGA_GLO_BEN*PROJECT,EXASERV US PEGA GLOBAL BENEFITS PROJECT,F055,SAP/SF US,,,,
PEGA_SYSTEMS*ECT_WF,EXASERVUS PEGA_SYSTEMS*ECT_WORKFLOW,F055,SAP/SF US,,,,
PEGA_SYSTEMS*SF_COMP,PEGA_SYSTEMS*SF_COMP,F055,SAP/SF CA,,,,
PEGA_SYSTEMS*SF_EC_REC,PEGA_SYSTEMS*SF_EC RECRUITING,F055,SAP/SF CA,,,,
PEGA_SYSTEMS*SF_LMS,PEGA_SYSTEMS*SF_LMS,F055,SAP/SF CA,,,,
PEGA_SYSTEMS*SF_SUCCES,PEGA_SYSTEMS*SF_SUCESSION DEVELOP,F055,SAP/SF CA,,,,
PEGA_SYSTEMS*SF_SUPPORT,PEGA_SYSTEMS*SF_SUPPORT,F055,SAP/SF CA,,,,
PERDUE*VARIABLE_PAY_PROJ,PERDUE*VARIABLE_PAY_PROJECT,F055,SAP/SF US,,,,
PINEY*PTB100,PINEY PTB100 - Spinifex,F055,SAP/SF US,,,,
PINEY*SPINIFEX,PINEY ODFL100 - ESS/MSS implementation,F055,SAP/SF US,,,,
PMGM*PROJECT,PMGM PROJECT,F055,SAP/SF CA,,,,
PPFA*TIG_SUPPORT,TIG PPFA SUPPORT,F079,TIG,Staff Aug.,,USA,
PRASHANTH_TEKMAL*TIG,TIG PRASHANTH TEKMAL,F079,TIG,Staff Aug.,,USA,
PRAVEEN_GUPTA*SUPPORT,TIG PRAVEEN GUPTA SUPPORT,F079,TIG,Staff Aug.,,USA,
PRINCE_WILLIAM*SUPPORT,Prince William HR Consulting services,F079,TIG,Staff Aug.,,USA,
PSYCHOGENICS*AMS,EXASERV PSYCHOGENICS AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
PSYCHOGENICS*NUBO_PROJ,EXASERV PSYCHOGENICS NUBO_PROJ,F055,SAP/SF US,,,,
PSYCHOGENICS*TS_CR,EXASERV PSYCHOGENICS TIME SHEET CR,F055,SAP/SF US,,,,
PW_WATER*SUPPORT,TIG PRINCE WILLIAM WATER SUPPORT,F079,TIG,Staff Aug.,,USA,
QUBEWAY*SUPPORT,TIG Qubeway Net Developer services,F079,TIG,Staff Aug.,,USA,
QUINNOX*PROJECT,QUINNOX*PROJECT,F055,SAP/SF US,,,,
QUINSO*PROJECTS,QUINSO*PROJECTS,F055,SAP/SF US,,,,
RANGE*AMS,EXASERV RANGE AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
RANGE*EXA_TALENT_PROJECT,TIG EXASERV RANGE TALENT PROJECT,F079,TIG,Staff Aug.,,USA,
RANGE*T&M,EXASERV RANGE T&M,F055,SAP/SF US,,,,
RANGE*TALENT_PROJECT,EXASERV RANGE TALENT PROJECT,F055,SAP/SF US,,,,
REALOGY*COMP_PROJECT,EXASERV REALOGY COMP PROJECT,F055,SAP/SF US,,,,
REALOGY*SUPPORT,EXASERV REALOGY SUPPORT,F055,SAP/SF US,,,,
REHAU_VAR*PAY_PROJECT,EXASERV REHAU VAR PROJECT,F055,SAP/SF US,,,,
RITTAL*SUPPORT,TIG Rittal HR support Services,F079,TIG,Staff Aug.,Direct customer,USA,0
RIVERHEAD*PROJECT,RIVERHEAD COMP PROJECT,F055,SAP/SF US,,,,
RIZING*SUP_PAYMENT,TIG Rizing Solutions Canada Sup Payment,F079,TIG,Staff Aug.,,USA,
RIZING*SUPPORT,TIG Rizing Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
ROSEN*HEALTH_CHECK,ROSEN*HEALTH_CHECK,F055,SAP/SF US,,,,
ROYAL_CARRIBEAN*SUPPORT,TIG Royal Carribean CPI services,F079,TIG,Staff Aug.,,USA,
RYERSON*TIG,TIG RYERSON,F079,TIG,Staff Aug.,Direct customer,USA,0
SABINA*LMS,NSI :NSINS250 - LMS,F055,SAP/SF US,,,,
SABINA*NEW_LICENCES,NS: NSINS100 â Licenses New Sabina,F055,SAP/SF US,Licence,,,
SABINA*SAP_SF_LICENCES,NSI .:NSI500 -NSI SAP SF Annual Licenses,F055,SAP/SF CA,Licence,,,
SABRINA*RMS,NSI :NSINS300 - RMS,F055,SAP/SF US,,,,
SAMARITECH*RECRUITING,Samariktech Recruiting Implementation,F079,TIG,Staff Aug.,,USA,
SAMARITECH*SUPPORT,Samariktech Onboarding 2.0 Project,F079,TIG,Staff Aug.,,USA,
SATELLITE_AFFORD*SUPPORT,SATELLITE_AFFORD*SUPPORT,F079,TIG,Staff Aug.,,USA,
SEAGATE*CHANGE_MGMT,SEAGATE CHANGE MANAGEMENT,F055,SAP/SF US,,,,
SEAGATE*SF_TRANSMISSION,SEAGATE*SF_TRANSMISSION,F055,SAP/SF CA,,,,
SEAGATE*WD_SUPP_SERV,EXASERV US SEAGATE WD SUPPORT_SERV,F055,Workday,,,,
SEALED_AIR*ASM,EXASERV US SEALED AIR ASM,F055,SAP/SF US,AMS,,,
SEALED_AIR*COMP,EXASERV US SEALED AIR COMP,F055,SAP/SF US,,,,
SEALED_AIR*COMP_P2,EXASERV US SEALED AIR COMP PHASE II,F055,SAP/SF US,,,,
SEALED_AIR*DECIMAL (new),SEALED_AIR*DECIMAL,F055,SAP/SF US,Project,,,
SEALED_AIR*IMPL,EXASERV US SGH IMPL POZ000204331,F055,SAP/SF US,,,,
SEALED_AIR*LMS,EXASERV US SEALED AIR LMS,F055,SAP/SF US,,,,
SEALED_AIR*P&G_CHANGE,EXASERV US SEALED AIR P&G CHANGE,F055,SAP/SF US,,,,
SEATTLE_GEN*CHGE_ORDER_2,EXASERV SEATTLE GEN ETIC CHGE ORDER 0002,F055,SAP/SF US,,,,
SEATTLE_GEN*EXA_SUPPORT,TIG EXASERV SEATTLE_GEN,F079,TIG,Staff Aug.,,USA,
SEATTLE_GEN*IMPLEM_FP,EXASERV US SEATTLE GENETICS FP,F055,SAP/SF US,,,,
SEATTLE_GEN*IMPLEM_TM,EXASERV US SEATTLE GENETICS IMPLE T&M,F055,SAP/SF US,,,,
SEATTLE_GEN*PHASE_2_PROJ,EXASERV SEATTLE GENETICS PHASE 2 PROJ,F055,SAP/SF US,,,,
SEATTLE_GEN*PHASE_3,EXASERV SEATTLE GENETICS PHASE 3,F055,SAP/SF US,,,,
SEATTLE_GEN*SUPPORT,EXASERV SEATTLE GENETICS SUPPORT,F055,SAP/SF US,,,,
SEATTLE_GEN*TEST_AUTO,EXASERV US SEATTLE GENETICS TEST AUTOMAT,F055,SAP/SF US,,,,
SGH*AMS,EXASERV US SGH AMS,F055,SAP/SF US,,,,
SGH*CHANGE_ORDER,EXASERV US SGH CHANGE ORDER,F055,SAP/SF US,,,,
SGH*EXASERV_SUPPORT,TIG EXASERV SGH,F079,TIG,Staff Aug.,,USA,
SHB*ARKEMA WFC,SHB*Arkema WFC,F055,SAP/SF US,,,,
SIMPLOT*AMS INPASS,Simplot*AMS INPASS,F055,SAP/SF CA,,,,
SIMPLOT*AMS SF,Simplot*AMS SF,F055,SAP/SF CA,,,,
Sims Payroll,Sims Metal Payroll,F055,SAP/SF US,Project,Direct customer,USA,
SKYWORKS*SUPPORT,SKYWORKS*SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
SKYWORKS_ONB*EXASERV,EXASERV SKYWORKS ONB,F055,SAP/SF US,,,,
SM_COMPUTER*PROJECT,EXASERV US SUPER MICRO_COMPUTER*PROJECT,F055,SAP/SF US,,,,
SM_COMPUTER*SUPPORT,EXASERV US SUPER MICRO_COMPUTER*SUPPORT,F055,SAP/SF US,,,,
SMART_MODULAR*IMPL_PROJE,SMART MODULAR IMPLEMENTATION PROJECT,F055,SAP/SF US,,,,
SMART_MODULAR*PMGM_PROJE,SMART MODULAR PMGM PROJECT,F055,SAP/SF US,,,,
TRANSLINK*SF,AVENUE HR TRANSLINK SF,F037,SAP/SF CA,,,,
TRANSLINK*AMES_SUPPORT,AVENUE HR Translink AMES Support,F037,SAP/SF CA,AMS,,,
TRANSLINK*ADMIN_AMES,AVENUE HR Translink ADMIN_AMES,F037,SAP/SF CA,AMS,,,
TRANSMOUNTAIN*RCMONB_IMP,HRPC TRANSMOUNTAIN SF RCMONB IMP,F037,SAP/SF CA,,,,
TRANSMOUNTAIN*AMS,HRPC TRANSMOUNTAIN AMS,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
TRANSMOUNTAIN*ADMIN_AMES,HRPC TRANSMOUNTAIN ADMIN AMES,F037,SAP/SF CA,AMS,,,
TRANSMOUNTAIN*SF_PMGM,HRPC TRANSMOUNTAIN*SF_PMGM,F037,SAP/SF CA,,,,
TRANSMOUNTAIN*ADVISE,HRPC TRANSMOUNTAIN ADVISE,F037,SAP/SF CA,,,,
TRANSMOUNTAIN*LIC_SF,HRPC TRANSMOUNTAIN LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
TRANSMOUNTAIN*AI_IMPLEM,HRPC TRANSMOUNTAIN AI IMPLEM,F037,SAP/SF CA,,,,
SODEXO*EXASERV,EXASERV SODEXO,F055,SAP/SF US,Project,Intercos Outside NA,EUROPE,0
SOFTWARERESOURCES*TIG_R,Software Resources Inc*REPRISE_TIG,F079,TIG,Staff Aug.,,USA,
SONEPAR*REC_SUPORT,SONEPAR*SUPPORT RECRUTIING,F055,SAP/SF US,,,,
INTALENT*TS_CIMA+,INTALENT TS CIMA+,F057,Other (Intalent),,,,
SONEPAR*SUPPORT,SONEPAR*SUPPORT,F055,SAP/SF US,,,,
UFA*SF_EC,HRPC UFA*SF_EC,F037,SAP/SF CA,,Direct customer,,Dan Whitmarsh
UFA*HRPC_AMES,HRPC UFA AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
UFA*HRPC_AMES_ADMIN,HRPC UFA AMES ADMIN,F037,SAP/SF CA,AMS,Direct customer,,Dan Whitmarsh
UFA*STORY REPORTS,UFA*Story Reports,F037,SAP/SF CA,Project,Direct customer,Canada,Dan Whitmarsh
SOUTHWIRE_ONB*EXASERV,EXASERV SOUTHWIRE ONB PROJECT,F055,SAP/SF US,,,,
SOUTHWIRE_ONB_T&M*EXA,EXASERV SOUTHWIRE ONB T&M,F055,SAP/SF US,,,,
SPINIFEX*APPLIED,Spinifex IT Pty Ltd:SPF101 - Applied,F055,SAP/SF US,,,,
SPINIFEX*MOHAWK,Spinifex IT Pty Ltd:SPF100 - Mohawk,F055,SAP/SF US,,,,
SPX*FLOW_CPI,EXA SPI FLOW CPI,F055,SAP/SF US,Project,Direct customer,USA,0
SRI_TECH*SUPPORT,TIG SRI tech Consulting services,F079,TIG,Staff Aug.,,USA,
STEELCASE*HIPAA_FEES,Steelcase:STE - HIPAA Fees,F055,SAP/SF US,,,,
STERLING*SUPPORT,TIG Sterling Consulting services,F079,TIG,Staff Aug.,,USA,
STONEBRIDGE*BENEFITS_UPD,STONEBRIDGE BENEFITS_UPDATE,F055,SAP/SF US,,,,
STONEBRIDGE*UPGRADE,STONEBRIDGE UPGRADE,F055,SAP/SF US,,,,
STX_GROUP*EXA*PROJECT,EXASERV STX GROUP PROJECT,F055,SAP/SF US,,,,
STX_GROUP*EXA*VENDOR_PRO,EXASERV STX GROUP VENDOR PROJECT,F055,SAP/SF US,,,,
VIARAIL*HRP_CANADA,VIA RAIL HRP CANADA,F037,SAP/SF CA,,,,
VIARAIL*LIC_SF,VIARAIL*LIC_SF,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
HRPC*VIARAIL_AMES,HRPC VIARAIL AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
HRPC*VIARAIL_AMES_ADMIN,HRPC VIARAIL AMES ADMIN,F037,SAP/SF CA,AMS,,,
VILLE_LAVAL*HRPC,HRPC VILLE DE LAVAL,F037,SAP/SF CA,Project,Intercos North America,Canada,Fredo
VILLE_LAVAL*LICENCE,HRPC VILLE DE LAVAL LICENCE,F037,SAP/SF CA,Licence,Intercos North America,Canada,Fredo
SUGARCRM*EMPL_INTEG,SUGARCRM*Empyrean Integration,F055,SAP/SF US,,,,
SUGARCRM*PAYROLL_INTEG,EXASERV SUGARCRM PAYROLL INTEGRATION,F055,SAP/SF US,,,,
SUGARCRM*SUPPORT,SUGARCRM*SUPPORT,F055,SAP/SF US,,,,
SUMITOMO*EXA,EXASERV US SUMITOMO SUPPORT & LICENCE,F055,SAP/SF US,AMS,Direct customer,USA,0
SUMITOMO_360_REVIEW*EXA,EXASERV US SUMITOMO 360 Review projects,F055,SAP/SF US,,,,
SWARNAKSHEE*SUPPORT,TIG SWARNAKSHEE SUPPORT,F079,TIG,Staff Aug.,,USA,
VISIOTALENT*PROJECT,INTALENT PROJECT,F057,Other (Intalent),,,,
SWN*EXA*T&M,EXASERV SWN T&M,F055,SAP/SF US,,,,
SWN*EXA_NUBO_PROJECT,TIG EXASERV SWN NUBO PROJECT,F079,TIG,Staff Aug.,,USA,
SWN*EXASERV*NUBO_PROJECT,EXASERV SWN NUBO PROJECT,F055,SAP/SF US,,,,
SYNECHRON*SUPPORT,TIG Synechron Consulting services,F079,TIG,Staff Aug.,,USA,
SYSTEMAX*COMP_PROJ,SYSTEMAX GLOBAL - COMP_PROJ,F055,SAP/SF US,,,,
SYSTEMAX*ONBOARD_PROJ,SYSTEMAX GLOBAL - ONBOARDING PROJECT,F055,SAP/SF US,,,,
SYSTEMAX*RECRUITING,Systemax Global - SGL200 - SF Recruiting,F055,SAP/SF US,,,,
SYSTEMAX*SAP_SF_SUPPORT,Systemax Global - SF SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
TAULIA*NUBO_PROJECT,EXA Taulia NUBO project,F055,SAP/SF US,,,,
TAULIA_NUBO*AMS,EXA Taulia NUBO AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
WILDBRAIN*TS_PROJ,INTALENT WILDBRAIN TS PROJECT,F057,Other (Intalent),Project,Direct customer,Canada,Mathieu
INT*WILDBRAIN_PERF_LEARN,INTALENT WILDBRAIN PERFORMANCE LEARNING,F057,Other (Intalent),,,,
WILFRED*HRPC_AMES_AD,HRPC WILFRED AMES AD,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
TAULIA_NUBO*EXA,TIG EXASERV TAULIA NUBO PROJECT,F079,TIG,Staff Aug.,,USA,
TEXAS_INSTRUMENTS*SUPPOR,Texas instruments Consulting services,F079,TIG,Staff Aug.,,USA,
TGI*LUCID,TGI LUCID PROJ,F079,TIG,Staff Aug.,Direct customer,USA,0
WLU*PROJECT,WLU PROJECT,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
WLU*SF_PHASE1_RC_RMK,WLU SF_PHASE1_RC_RMK,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
WLU*AMES,WLU AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
WLU*ADMIN_AMES,WLU ADMIN AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Dan Whitmarsh
WLU*LIC_SF,WLU LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Dan Whitmarsh
WLU*ONBOARDING,WLU ONBOARDING,F037,SAP/SF CA,Project,Direct customer,Canada,Dan Whitmarsh
TIDEWATER*SUPPORT,TIG Tidewater Consulting services,F079,TIG,Staff Aug.,Direct customer,USA,0
TIG*ADMIN,TIG ADMIN (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
WOODBRIDGE*FOAM,WOODBRIDGE FOAM,F037,SAP/SF CA,,,,
WOODBRIDGE*EDUCA_SERV,WOODBRIDGE EDUCATION SERVICE,F037,SAP/SF CA,,,,
WOODBRIDGE*SF_DATA_MIG,WOODBRIDGE SF_DATA_MIG,F037,SAP/SF CA,,,,
WOODBRIDGE*AMES,WOODBRIDGE AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
WOODBRIDGE*ADMIN_AMES,WOODBRIDGE ADMIN_AMES,F037,SAP/SF CA,AMS,,,
WOODBRIDGE*SF_PSW_DATA,WOODBRIDGE SF_PSW DATA MX,F037,SAP/SF CA,,,,
WOODBRIDGE*SF_EVERIFY,WOODBRIDGE SF EVERIFY,F037,SAP/SF CA,,,,
WOODBRIDGE*SF_PMGM,WOODBRIDGE SF PMGM,F037,SAP/SF CA,,,,
WOODBRIDGE*SF_COMP,WOODBRIDGE SF COMP,F037,SAP/SF CA,,,,
WOODBRIDGE*SF_ENHANCEMEN,WOODBRIDGE SF ENHANCEMENTS,F037,SAP/SF CA,,,,
WOODBRIDGE*HERMA_INTEG,WOODBRIDGE HERMATITE INTEGRATION,F037,SAP/SF CA,,,,
WOODBRIDGE*ADP_BRAZIL,WOODBRIDGE ADP BRAZIL,F037,SAP/SF CA,,,,
WOODBRIDGE*ADP_BRAZ_INT,WOODBRIDGE ADP BRAZIL INT,F037,SAP/SF CA,,,,
WOODBRIDGE*ADP_VANTAGE,WOODBRIDGE ADP VANTAGE,F037,SAP/SF CA,,,,
WOODBRIDGE*LMS_IMPLEM,WOODBRIDGE LMS IMPLEM,F037,SAP/SF CA,,,,
HRPC_WOODBRIDGE*CPITRAIN,WOODBRIDGE CPI TRAINING,F037,SAP/SF CA,,,,
WORKFORCE*STAFF_AUGMENT,HRPC WORKFORCE SOFT STAFF AUGMENTATION,F037,Workforce,,,,
WORKJAM*SF,HRP CANADA WORKJAM SF,F037,SAP/SF CA,,,,
WORKJAM*AMES,HRPC WORKJAM*AMES,F037,SAP/SF CA,AMS,Direct customer,Canada,Fredo
WORKJAM*AMES_ADMIN,HRPC WORKJAM*AMES ADMIN,F037,SAP/SF CA,AMS,,,
WORKJAM*LIC_SF,HRPC WORKJAM LICENCE SAP,F037,SAP/SF CA,Licence,Direct customer,Canada,Fredo
TIG*AMRIZE_PROJECT,TIG*AMRIZE_PROJECT,F079,TIG,Staff Aug.,Direct customer,USA,0
TIG*BENCH,TIG BENCH (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*EVENTS,TIG INTERNAL EVENTS (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*EXA*ARKEMA,TIG*EXA*ARKEMA,F079,TIG,Staff Aug.,,USA,
TIG*EXA*CURIO_SUPPORT,TIG*EXA*CURIO_SUPPORT,F079,TIG,AMS,,USA,
TIG*EXA*GRAHAM_AMS,TIG*EXA*GRAHAM_AMS,F079,TIG,AMS,,USA,
TIG*EXA*MEDIA_OCEAN_SUPP,TIG*EXA*MEDIA_OCEAN_SUPPORT,F079,TIG,AMS,,USA,
TIG*EXA*OCTAPHARMA_SUPP,TIG*EXA*OCTAPHARMA_SUPP,F079,TIG,AMS,,USA,
TIG*EXA*PERDUE_FARMS_AMS,TIG EXASERV PERDUE FARMS AMS,F079,TIG,Staff Aug.,,USA,
TIG*EXA*QUALFON_ECP_PROJ,TIG EXASERV QUALFON ECP PROJECT,F079,TIG,Staff Aug.,,USA,
TIG*EXA*QUALFON_ECP_T&M,TIG EXASERV QUALFON ECP T&M,F079,TIG,Staff Aug.,,USA,
TIG*EXA*SYSTEMAX_SAP_SUP,TIG*EXA*SYSTEMAX_SAPSF_SUPPORT,F079,TIG,AMS,,USA,
TIG*EXA*WOMACK_SUPPORT,TIG*EXA*WOMACK_SUPPORT,F079,TIG,AMS,,USA,
TIG*EXA_BURFORD_AMS,TIG EXASERV BURFORD AMS,F079,TIG,Staff Aug.,,USA,
TIG*EXA_BWXT_AMS,TIG*EXA_BWXT_AMS,F079,TIG,Staff Aug.,,USA,
TIG*EXA_CD_SMITH_AMS,TIG EXASERV CD SMITH AMS,F079,TIG,Staff Aug.,Intercos North America,USA,0
TIG*EXA_CHARTIND_SUPP,TIG EXA CHART_IND SUPPORT,F079,TIG,Staff Aug.,,USA,
TIG*EXA_HEXA_RECRUTING,TIG EXASERV HEXAGON RECRUTING,F079,TIG,Staff Aug.,,USA,
TIG*EXA_INGLES_AMS,TIG EXASERV INGLES AMS,F079,TIG,AMS,Intercos North America,USA,0
TIG*EXA_JANUS_AMS_SUP,TIG EXASERV JANUS AMS SUP,F079,TIG,Staff Aug.,,USA,
TIG*EXA_JANUS_TRANSFO_2,TIG EXASERV JANUS HR TRANSFO PAHSE 2,F079,TIG,Staff Aug.,,USA,
TIG*EXA_JB_AMS,TIG EXASERV JAMAICA B AMS,F079,TIG,Staff Aug.,,USA,
TIG*EXA_KIA_AMS,TIG EXASERV KIA AMS,F079,TIG,AMS,Intercos North America,USA,0
TIG*EXA_LUCID_IMPLEMENT,TIG EXASERV LUCID IMPLEMENT,F079,TIG,Staff Aug.,,USA,
TIG*EXA_LUCID_OPEN,TIG EXASERV LUCID OPEN,F079,TIG,Staff Aug.,,USA,
TIG*EXA_LUCID_PHASE_2,TIG EXASERV LUCID PHASE 2,F079,TIG,Staff Aug.,,USA,
TIG*EXA_LUCID_SUPPORT,TIG EXASERV LUCID SUPPORT,F079,TIG,AMS,,USA,
TIG*EXA_MSC_SUPPORT,TIG*EXA_MSC_SUPPORT INTRA-GROUPE,F079,TIG,Staff Aug.,,USA,
TIG*EXA_NAL_LMS_PROJECT,TIG*EXA_NAL_LMS_PROJECT,F079,TIG,Staff Aug.,,USA,
TIG*EXA_NSI_SUPPORT,TIG EXASERV NSI SUPPORT,F079,TIG,Staff Aug.,,USA,
TIG*EXA_PSYCHOGENIE*AMS,TIG EXASERV PSYCHOGENIE AMS,F079,TIG,AMS,Intercos North America,USA,0
TIG*EXA_SEALED_AIR*ASM,TIG EXASERV SEALED AIR ASM,F079,TIG,Staff Aug.,,USA,
TIG*EXA_SODEXO,TIG EXA SODEXO,F079,TIG,Staff Aug.,,USA,
TIG*EXA_TAULIA_NUBO_PROJ,TIG*EXA_TAULIA_NUBO_PROJECT,F079,TIG,Staff Aug.,,USA,
TIG*EXA_VERANO_MPS,TIG EXASERV VERANO MPS,F079,TIG,Staff Aug.,,USA,
TIG*FINANCE,TIG FINANCE (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*HAVERTY_AMS,TGI HAVERTY AMS,F079,TIG,Staff Aug.,,USA,
TIG*INTERNAL_CONCEPTION,TIG INTERNAL CONCEPTION WORK (NON-BILLAB,F079,TIG,Staff Aug.,,USA,
TIG*INTERNAL_PROJECTS,TIG INTERNAL PROJECTS (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*JE_DUNN_PROJ,TIG JE DUNN PROJET,F079,TIG,Staff Aug.,,USA,
TIG*LSI_PROJECT,TIG*LSI_PROJECT,F079,TIG,Staff Aug.,Direct customer,USA,0
TIG*LUCID_EXA_PHASE_0,TIG EXASERV LUCID PHASE 0,F079,TIG,Staff Aug.,,USA,
TIG*LUCID_OPEN_TEXT,TIG*LUCID_OPEN_TEXT,F079,TIG,Staff Aug.,,USA,
TIG*LUCID_PP_SUPPORT,TIG LUCID PP SUPPORT,F079,TIG,Staff Aug.,,USA,
TIG*LUCID_PROMOTION_CR,TIG LUCID PROMOTION CR,F079,TIG,Staff Aug.,,USA,
TIG*MANAGEMENT,TIG MANAGEMENT (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*MARKETING,TIG MAKETING (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*MEETING,TIG MEETING (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*REFACT_LICENCES,TIG REFACT LICENCES,F079,TIG,Licence,,USA,
TIG*SALES,TIG BUSINESS (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*SOUTHWIRE,TIG SOUTHWIRE,F079,TIG,Staff Aug.,Direct customer,USA,0
TIG*TRAINING,TIG TRAINING (NON-BILLABLE),F079,TIG,Staff Aug.,,USA,
TIG*WORKS_EXASERV,TIG WORKS EXASERV,F079,TIG,Staff Aug.,,USA,
TIMET*NAKISA_LICENSE,TIMET TIM900 NAKISA_LICENSE,F055,SAP/SF US,Licence,,,
TIMKEN*SUPPORT,TIG Timken Successfactors support,F079,TIG,Staff Aug.,,USA,
TSI*HIRE_RIGHT_INTEG,TSI*HIRE_RIGHT_INTEG,F055,SAP/SF US,,,,
TSI*IMPLEMENT,TSI*IMPLEMENT,F055,SAP/SF US,,,,
TSI*SUPPORT,TSI*SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
TURNER*PROJECT,HRP US TURNER CORP PROJECT,F055,Workforce,Project,Direct customer,USA,0
UNITED_BANK*COMP,UNITED_BANK*COMP,F055,SAP/SF US,,,,
UNITED_BANK*EC_ONB_PROJ,UNITED_BANK*EC_ONB_PROJ,F055,SAP/SF US,,,,
UNITED_BANK*EC_ONB_SUP,UNITED_BANK*EC_ONB_SUPPORT,F055,SAP/SF US,AMS,Direct customer,USA,0
UNITED_BANK*EXA_SUPPORT,TIG EXASERV UNITED BANK SUPPORT,F079,TIG,Staff Aug.,,USA,
UROVANT*AMS,EXASERV UROVANT AMS,F055,SAP/SF US,,,,
UROVANT*NUBO_PROJ,EXASERV UROVANT NUBO_PROJ,F055,SAP/SF US,,,,
USANA_HEAL*SUPPORT,TIG Usana heal Consulting services,F079,TIG,Staff Aug.,,USA,
VERANO*EXA*SAPROUTER,EXASERV VERANO SAPROUTER,F055,SAP/SF US,,,,
VERANO*EXASERV_AMS,EXASERV VERANO AMS,F055,SAP/SF US,AMS,Direct customer,USA,0
VERANO*T&M_PROJECT,EXASERV VERANO T&M_PROJECT,F055,SAP/SF US,,,,
VIACOM*COMPENSATION_PROJ,VIACOM COMPENSATION PROJECT,F055,SAP/SF US,,,,
VIRGIN_GAL*ADD_SCOPE,VIRGIN_GALACTIC ADDITIONAL SCOPE,F055,SAP/SF US,,,,
VIRGIN_GAL*PHASE_2,VIRGIN_GALACTIC PHASE 2,F055,SAP/SF US,,,,
VIRGIN_GAL*PHENOM_INTEG,VIRGIN_GALACTIC PHENOM INTEGRATION,F055,SAP/SF US,,,,
VIRGIN_GAL*SUPPORT_P1,VIRGIN_GALACTIC SUPPORT P1,F055,SAP/SF US,,,,
VIRGIN_GAL*SUPPORT_P2,VIRGIN_GALACTIC SUPPORT P2,F055,SAP/SF US,,,,
VIRGIN_GALACTIC*IMPLEMEN,VIRGIN_GALACTIC*IMPLEMENTATION,F055,SAP/SF US,,,,
VISKASE_PHASE_2,VISKASE_PHASE_2,F055,SAP/SF US,,,,
VISKASE_PHASE_3,VISKASE_PHASE_3,F055,SAP/SF US,Project,,,
VISTAPRINT*SF_SUPPORT,VistaPrint:VIS101 - SF Support,F055,SAP/SF CA,,,,
VISTAPRINT*TESTING,VistaPrint:VIS002 - Testing Automation,F055,SAP/SF US,,,,
VM_WARE*AMS_SUPPORT,VM_WARE : AMS_SUPPORT,F055,SAP/SF US,,,,
VM_WARE*PROJECT,VM_WARE : PROJECT,F055,SAP/SF US,,,,
