Project definition,WBS element,Name,Profit center (BU),Company code,Company name,Revenue Type,Countries (End Client),Prov/State (End Client),Direct/Ind./Interco,Client Type (Sales Commissions),Sales Rep,% Commission,T&M / FIXED,Currency,Backlog/Pipeline,%,Amount in local currency,Posting Date,Scenario
VERANO*EXASERV,VERANO*EXASERV_AMS,EXASERV VERANO AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,4500.0,2026-05-01,Budget
WT_PROJECTS*EXASERV_INC,VISKASE_PHASE_3,VISKASE_PHASE_3,SAP/SF US,F055,HRPATH USA,Project,,,,,,,,USD,Backlog,,25000.0,2026-05-01,Budget
YORK_REGION*HRPC,YORK_REGION*LIC_SF,HRPC YORK_REGION LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6592.0,2026-05-01,Budget
PIPELINE,Saputo WFS Australia Phase II (Pending),Saputo WFS Australia Phase II (Pending),Workforce,F086,GroupeX Limited,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.9,142632.0,2026-05-01,Budget
PIPELINE,Corning SOW Pending PCOs,Corning SOW Pending PCOs,UKG,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,190788.57,2026-05-01,Budget
GROUPEX*PROJECT,Haliburton*UKG*SOW1,Haliburton Highland Hospital,UKG,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Backlog,,24048.0,2026-05-01,Budget
PIPELINE,Worldwide Flights UKG Main Project (Pending),Worldwide Flights UKG Main Project (Pending),UKG,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,8013.49,2026-05-01,Budget
PIPELINE,Eversource 2026 AMS Renewal (Pending),Eversource 2026 AMS Renewal (Pending),Workforce,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,37083.02,2026-05-01,Budget
PIPELINE,Scotiabank P&C 2026 (Pending),Scotiabank P&C 2026 (Pending),Workforce,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,17865.15,2026-05-01,Budget
PIPELINE,GLC WFS Implementation (Pending),GLC WFS Implementation (Pending),Workforce,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,132723.0,2026-05-01,Budget
PIPELINE,GLC WFS Implementation Optional Roles (Pending),GLC WFS Implementation Optional Roles (Pending),Workforce,F086,GroupeX Limited,Project,,,Direct customer,,,,,CAD,Pipeline,0.9,25951.0,2026-05-01,Budget
PIPELINE,IMP Group Ltd.,IMP / Cascade PCC,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.7,10000.0,2026-05-01,Budget
PIPELINE,ERCO Worldwide CA,RFP - Global HRIS Selection,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,70583.0,2026-05-01,Budget
PIPELINE,KGS Group,LMS,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,13750.0,2026-05-01,Budget
PIPELINE,Pitch Black,SAP SuccessFactors EC Time Off (UK + LATAM),SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,17000.0,2026-05-01,Budget
PIPELINE,Pitch Black,SAP SuccessFactors AMS,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,3000.0,2026-05-01,Budget
PIPELINE,BSF - Multiple CR,BSF - Multiple CR,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.7,4000.0,2026-05-01,Budget
PIPELINE,Aurora - OnDemand AMS,Aurora - OnDemand AMS,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.7,1500.0,2026-05-01,Budget
PIPELINE,RMWB*HRPC_ AMS (New),RMWB*HRPC_ AMS (New),SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,,Direct customer,,,,,CAD,Pipeline,0.7,1500.0,2026-05-01,Budget
PIPELINE,Aramark EU PCO1 TUPE (P002981-002),Aramark  EU TUPE,Workforce,F086,GroupeX Limited,Project,Canada,CAD,Direct customer,,,,,CAD,Pipeline,0.9,47628.0,2026-05-01,Budget
PIPELINE,ASRC AMS,ASRC AMS renewal,Workforce,F086,GroupeX Limited,AMS,Canada,,Direct customer,,,,,USD,Pipeline,0.7,7000.0,2026-05-01,Budget
GROUPEX*PROJECT,Bio-Rad WFS SOW1 North America,Bio-Rad WFS SOW1 North America,Workforce,F086,,,,,,,,,,USD,Backlog,,263171.0,2026-05-01,Budget
GROUPEX*PROJECT,Devon*WFS_AMS_SOW3,Devon AMS SOW 3,Workforce,F086,,,,,,,,,,USD,Backlog,,5858.0,2026-05-01,Budget
PIPELINE,Scotiabank AMS 26/27,Scotiabank AMS renewal,BPO,F086,GroupeX Limited,AMS,Canada,,Direct customer,,,,,CAD,Pipeline,0.9,38140.0,2026-05-01,Budget
PIPELINE,VW AMS renewal,VW AMS renewal,Workforce,F086,GroupeX Limited,AMS,Canada,,Direct customer,,,,,USD,Pipeline,0.7,17500.0,2026-05-01,Budget
PIPELINE,JBS Wildfork UKG Scheduling,JBS Wildfork UKG Scheduling,UKG,F086,,,,,,,,,,CAD,Backlog,,15797.0,2026-05-01,Budget
PIPELINE,Metro UKG AMS (Pending),Metro UKG AMS,UKG,F086,GroupeX Limited,AMS,Canada,,Direct customer,,,,,CAD,Pipeline,0.9,13545.0,2026-05-01,Budget
WORLD_FGHT*EXASERV_INC,WORLD_FGHT*AMS SUPPORT,Worldwide Flight Services:WOR100 -AMS S,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,20000.0,2026-05-01,Budget
PIPELINE,ALPAC - Retrofit RCM/ONB (new),,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,8000.0,2026-05-01,Budget
PIPELINE,ALPAC - PCC (new),,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,5000.0,2026-05-01,Budget
PIPELINE,Magellan - ECP US and other sites (new),,SAP/SF CA,F037,HR Path Canada Inc.,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,30000.0,2026-05-01,Budget
PIPELINE,APCHQ (new),APCHQ (new),Workday,F057,In Talent Solutions,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,37000.0,2026-05-01,Budget
PIPELINE,Croesus (new),Croesus (new),Workday,F057,In Talent Solutions,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,40000.0,2026-05-01,Budget
PIPELINE,Go Motive - Workday Review & Recommend (new),Go Motive - Workday Review & Recommend (new),Workday,F057,In Talent Solutions,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.5,26000.0,2026-05-01,Budget
PIPELINE,Amphenol - WD Implementation HCM (new),Amphenol - WD Implementation HCM (new),Workday,F057,In Talent Solutions,Project,Canada,,Direct customer,,,,,CAD,Backlog,,69375.0,2026-05-01,Budget
PIPELINE,Groupe Meloche - Workday Support (new),Groupe Meloche - Workday Support (new),Workday,F057,In Talent Solutions,Project,Canada,,Direct customer,,,,,CAD,Pipeline,0.7,15200.0,2026-05-01,Budget
ACERA*HRPC,ACERA*HRPC*AMES,HRPC ACERA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,1500.0,2026-06-01,Budget
ACERA*HRPC,ACERA*HRPC*LICENCES,HRPC ACERA LICENCES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,13332.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,ACOSTA_INSTANCE_MERGE,ACOSTA_INSTANCE_MERGE,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,3000.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,ADVANCED_MICRO_AMD_SUPP,Advance Micro Devices AMD Support,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,19000.0,2026-06-01,Budget
ALPAC*HRPC,ALPAC*HRPC_AMES,HRP CANADA ALPAC AMS,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,3800.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,AGWEST*AMS SF,AGWEST*AMS SF,SAP/SF CA,F055,HRPATH USA,,,,,,,,,USD,Backlog,,8500.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,ALAMEDA*AMS SF2326,Alameda*AMS SF2326,SAP/SF CA,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,1700.0,2026-06-01,Budget
AMETEK*EXASERV_INC,AMETEK*CUSTOM_SUPPORT,AMETEK*CUSTOM_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,,Direct customer,0,0,,0,USD,Backlog,,3500.0,2026-06-01,Budget
PIPELINE,Apex Tool,Apex Tool Healthcheck and Rollout,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.5,87500.0,2026-06-01,Budget
BCFSA*HRPC,BCFSA*HRPC*LIC_SF,HRPC BCFSA LICENCES SF,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,12313.0,2026-06-01,Budget
BCFSA*HRPC,BCFSA*HRPC*AMES,HRPC BCFSA AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,BC,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,10000.0,2026-06-01,Budget
NEW WIN,Applied Medical SF,Applied Medical SF,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Backlog,,125000.0,2026-06-01,Budget
NEW WIN,Applied Medical WFS,Applied Medical WFS,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Backlog,,50000.0,2026-06-01,Budget
BRAMPTON,BRAMPTON*AMES,City of BRAMPTON AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,3000.0,2026-06-01,Budget
BRAMPTON,BRAMPTON*LIC_SF,City of BRAMPTON LICENCE SAP,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,32908.0,2026-06-01,Budget
BSF,BSF*HRPC_AMES,BSF*HRPC_AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,AB,Direct customer,Existing Services,Fredo,,T&M,CAD,Backlog,,6435.0,2026-06-01,Budget
BSF*HRPC,BSF*LICENSES,HRP CANADA BSF LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,22645.0,2026-06-01,Budget
BANCO_POP*EXASERV_INC,BANCO_POPULAR*SUPPORT,Banco Popular:BAP200 - Support,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,2500.0,2026-06-01,Budget
BURFORD*EXASERV,BURFORD*AMS,EXASERV BURFORD AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1850.0,2026-06-01,Budget
CMGL_CA*SF,CMGL*HRPC*LICENCES,CMGL HR PATH CANADA LICENSES,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,AB,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,6867.0,2026-06-01,Budget
COUNTY_WELLINGTON*HRPC,COUNTY_WELLINGTON*LIC_SF,HRP CANADA COUNTY WELLINGTON SF LICENCE,SAP/SF CA,F037,HR Path Canada Inc.,Licence,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,10394.0,2026-06-01,Budget
COUNTY_WELLINGTON*HRPC,COW*HRPC*AMES,HRP CANADA COUNTY WELLINGTON AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Fredo,,FIXED PRICE,CAD,Backlog,,7000.0,2026-06-01,Budget
CHART_IND*EXASERV_INC,CHART_IND*CHT200_SUPPORT,CHART IND - EXA - CHT200 SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,2700.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,CHECKERS*AMS,Checkers*AMS,SAP/SF CA,F055,HRPATH USA,,,,,,,,,USD,Backlog,,1320.0,2026-06-01,Budget
CIRRUS*EXASERV,CIRRUS*EXA_SUPPORT,CIRRUS*EXA_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3850.0,2026-06-01,Budget
ESFOX*HRPC*PROJECT,ESFOX*HRPC*AMES,HRP CANADA ESFOX AMES,SAP/SF CA,F037,HR Path Canada Inc.,AMS,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,FIXED PRICE,CAD,Backlog,,2000.0,2026-06-01,Budget
COLUMBUS*EXA,COLUMBUS_MCKINNON*AMS,Columbus McKinnon AMS,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,900.0,2026-06-01,Budget
CONCORA*EXASERV,CONCORA*EXA_SUPPORT,CONCORA*EXA_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,500.0,2026-06-01,Budget
CORNING*EXASERV_INC,CORNING*SET_UP,CORNIING COR000-Setup Fee/Custom Testing,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,3200.0,2026-06-01,Budget
TIG*DILIGENTE,DILIGENTE*SUPPORT,TIG Diligente Consulting services,TIG,F079,Terra Information Group,Staff Aug.,USA,0,Direct customer,0,0,,0,USD,Backlog,,16000.0,2026-06-01,Budget
ENTERGY*EXASERV_INC,ENTERGY*SUPPORT,EXASERV US ENTERGY SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,8415.0,2026-06-01,Budget
PIPELINE,Evident ONB &RCM,Evident ONB &RCM,SAP/SF US,F055,HRPATH USA,Project,USA,,Direct customer,,,,,USD,Pipeline,0.5,25000.0,2026-06-01,Budget
EXASERV_US*WORKS,EXA*3PS_HALMA_AMS,EXAUS W/ 3PLUS HALMA AMS,Workday,F055,HRPATH USA,,,,Intercos Outside NA,,,,,USD,Backlog,,2000.0,2026-06-01,Budget
APPLIED*EXASERV_INC,EXA*APPLIED_WD_AMS,EXASERV APPLIED WD AMS,Workday,F055,HRPATH USA,AMS,USA,,Direct customer,0,0,,0,USD,Backlog,,3000.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*BANCO_RCM_PROJECT,EXA*BANCO_RCM_PROJECT,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,10000.0,2026-06-01,Budget
EXASERV*CURIO_PROJECT,EXA*CURIO_MPS,EXA CURIO MPS,BPO,F055,HRPATH USA,BPO,USA,0,Direct customer,0,0,,0,USD,Backlog,,10000.0,2026-06-01,Budget
EXASERV*CURIO_PROJECT,EXA*CURIO_MPS_2,Curio Benefitfocus Licenses,SAP/SF US,F055,HRPATH USA,Licence,USA,,,,,,,USD,Backlog,,4130.0,2026-06-01,Budget
EXASERV*CURIO_PROJECT,EXA*CURIO_SUPPORT,EXA CURIO SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3500.0,2026-06-01,Budget
GRACE*EXASERV_INC,EXA*GRACE_KEN_ONB_2,EXASERV GRACE KENNEDY ONB 2.0,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,20000.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*HERSHEY_JPB_ARCHITEC,EXASERV HERSHEY JPB ARCHITECTURE,SAP/SF US,F055,HRPATH USA,Project,USA,0,Direct customer,0,0,,0,USD,Backlog,,10580.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*HEXION_PAYROLL_SUPP,EXA*HEXION_PAYROLL_SUPPORT,SAP/SF US,F055,HRPATH USA,Project,,,,,,,,USD,Backlog,,4850.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*HOLTEC_CORP_SUPPORT,EXA*HOLTEC_CORPORATE_SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,800.0,2026-06-01,Budget
EXA*HOLTEC_LMS,EXA*HOLTEC_SUPPORT,EXASERV HOLTEC SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,900.0,2026-06-01,Budget
EXA*JANUS_LICENSES,EXA*JANUS_LICENSES,EXASERV JANUS LICENSES,SAP/SF US,F055,HRPATH USA,Licence,USA,0,Direct customer,0,0,,0,USD,Backlog,,15614.0,2026-06-01,Budget
MEDIA_OCEAN*EXASERV,EXA*MEDIA_OCEAN_SUPPORT,EXASERV MEDIA OCEAN SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,3000.0,2026-06-01,Budget
EXA*OCTAPHARMA,EXA*OCTAPHARMA_SUPPORT,EXASERV OCTAPHARMA SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,3500.0,2026-06-01,Budget
EXA*ROUSH_SF_PROJECT,EXA*ROUSH_SUPPORT,EXASERV ROUSH SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,800.0,2026-06-01,Budget
EXASERV_US*WORKS,EXA*TIG_HUBBELL_SUPPORT,EXASERV US TIG HUBBELL SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Intercos North America,0,0,,0,USD,Backlog,,5000.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*VINCI_MIGRATION_PROJ,EXA*VINCI_MIGRATION_PROJECT,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,1500.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,EXA*VINCI_STAFF_AUG,EXA*VINCI_STAFF_AUGMENTATION,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,24500.0,2026-06-01,Budget
EXASERV*ERCOT_SUCCESSION,EXASERV*ERCOT_SUPPORT,EXASERV ERCOT SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,,,,,,,,USD,Backlog,,200.0,2026-06-01,Budget
EXASERV*SOJITZ,EXASERV*SOJITZ_SUPPORT,EXASERV SOJITZ SUPPORT,SAP/SF US,F055,HRPATH USA,AMS,USA,0,Direct customer,0,0,,0,USD,Backlog,,1500.0,2026-06-01,Budget
VERANO*EXASERV,EXASERV*VERANO_MPS,EXASERV VERANO MPS,BPO,F055,HRPATH USA,BPO,USA,0,Direct customer,0,0,,0,USD,Backlog,,65000.0,2026-06-01,Budget
EXASERV*VISKASE,EXASERV*VISKASE_T&M,EXASERV VISKASE T&M,SAP/SF US,F055,HRPATH USA,,,,,,,,,USD,Backlog,,11388.0,2026-06-01,Budget
EXASERV_US*NB,EXASERV_US*CCFLEX,EXASERV_US*CC FLEX,SAP/SF US,F055,HRPATH USA,Licence,,,,,,,,USD,Backlog,,15000.0,2026-06-01,Budget
EXASERV_US*WORKS,EXAUS*CBL_CURIUM_CR,EXAUS WORKS CBL_CURIUM_CHANGE REQUESTS,BPO,F055,HRPATH USA,BPO,USA,0,Direct customer,0,0,,0,USD,Backlog,,13392.0,2026-06-01,Budget
WT_PROJECTS*EXASERV_INC,F055*CHECKERS*ONB20,CHECKERS*ONB20,SAP/SF CA,F055,HRPATH USA,,,,Intercos North America,,,,,USD,Backlog,,7425.0,2026-06-01,Budget
GROUPEX*PROJECT,HALTON*HALTON_WFS,Halton*Halton_WFS,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,9842.0,2026-06-01,Budget
GROUPEX*PROJECT,JBS*UKG_SOW1,JBS*UKG_SOW1,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,32662.0,2026-06-01,Budget
GROUPEX*PROJECT,TBRHSC*UKG_AMS,TBRHSC*UKG_AMS,UKG,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,1000.0,2026-06-01,Budget
GROUPEX*PROJECT,PHOENIX*BASIN_WFS_SOW1,Phoenix Business Consulting:Basin (Phoen,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,18360.0,2026-06-01,Budget
GROUPEX*PROJECT,MSG*WFS_AMS_SOW22,MSG WFS SOW 22 AMS Gold,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,6117.0,2026-06-01,Budget
GROUPEX*PROJECT,ARAMARK*US_WAVE_1,Aramark US Wave 1 WFS SOW 1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,599250.0,2026-06-01,Budget
GROUPEX*PROJECT,ARAMARK*EU_WFS_SOW1,Aramark Europe WFS SOW 1,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,178931.0,2026-06-01,Budget
GROUPEX*PROJECT,HIGH CLIFF*HC_FGF_WFS,High Cliff*HC_FGF_WFS,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,11796.0,2026-06-01,Budget
GROUPEX*PROJECT,TBRHSC*AMS SOW3,TBRHSC*AMS SOW3,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,2000.0,2026-06-01,Budget
GROUPEX*PROJECT,ARAMARK*US_W2,Aramark*US_W2,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,254393.0,2026-06-01,Budget
GROUPEX*PROJECT,ARAMARK*CAD MX SOW,Aramark*CAD MX SOW,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,188033.0,2026-06-01,Budget
GROUPEX*PROJECT,ARAMARK*WFS_AMS,Aramark*WFS AMS,Workforce,F086,GroupeX Limited,,,,,,,,,CAD,Backlog,,21185.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,ADF*AMS UKG,ADF*AMS UKG,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Mathieu,,T&M,CAD,Backlog,,3649.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,ADF*AMS UKG INPASS,ADF*AMS UKG INPASS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Mathieu,,FIXED PRICE,CAD,Backlog,,533.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,ADM*AMS SF,ADM*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,11000.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,DOL*AMS SAPSF Y2,DOL*AMS SAPSF Y2,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,5000.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CDS*AMS SF,CDS*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,1012.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CDS*AMS WFS SF INPASS,CDS*AMS WFS SF INPASS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,678.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CDS*AMS WFS,CDS*AMS WFS,Workforce,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,2024.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CDS2*AMS S4,CDS2*AMS S4,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,4182.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CDS2*AMS S4 INPASS,CDS2*AMS S4 INPASS,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,183.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,BEF*UKG AMS,BEF*UKG AMS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Mathieu,,0,CAD,Backlog,,628.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,BOR*AMS BOH,BOR*AMS BOH,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Yvan F.,,BANK OF HOURS,CAD,Backlog,,4838.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,ENU*AMS SF,ENU*AMS SF,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,Canada,ON,Direct customer,Existing Services,Mathieu,,T&M,CAD,Backlog,,431.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,BOR*AMS UKG BOH INPASS,BOR*AMS UKG BOH INPASS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Net New services,Yvan F.,,FIXED PRICE,CAD,Backlog,,126.0,2026-06-01,Budget
PIPELINE,GDS*AMS SF (extension),GDS*AMS SF (extension),SAP/SF CA,F095,GROUP IN-RGY CONSULTING,AMS,LATAM,LATAM,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Pipeline,0.7,100000.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,GLC*AMS SAP,GLC*AMS SAP,SAP/SF CA,F095,GROUP IN-RGY CONSULTING,Project,Canada,ON,Direct customer,Existing Services,Dan Whitmarsh,,T&M,CAD,Backlog,,3000.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CNC*AMS UKG 25,CNC*AMS UKG 25,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,T&M,CAD,Backlog,,900.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CNC*AMS UKG INPASS 25,CNC*AMS UKG INPASS 25,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Yvan F.,,FIXED PRICE,CAD,Backlog,,333.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CRH*AMS PRO,CRH*AMS PRO,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Mathieu,,T&M,CAD,Backlog,,3888.0,2026-06-01,Budget
GROUPIN-RGY*PROJECT,CRH*AMS UKGPRO INPASS,CRH*AMS UKGPRO INPASS,UKG,F095,GROUP IN-RGY CONSULTING,AMS,Canada,QC,Direct customer,Existing Services,Mathieu,,FIXED PRICE,CAD,Backlog,,448.0,2026-06-01,Budget
